hostname,n_planets,avg_radius_earth,avg_mass_jupiter
24 Boo,1,13.9,280.64248338
4 UMa,1,12.6,2511.48007211
GJ 338 B,1,3.25,10.6
GJ 4276,1,4.22,16.57
HATS-25,1,14.12334,194.82979
HATS-44,1,11.960003,177.9848
HD 102117,1,8.47,54.0311
HD 124330,1,14.0,238.37130525
HD 142022 A,1,12.9,1433.40611557
HD 211810,1,14.0,212.9461
HD 48265,1,13.5,484.69075
HD 5891,1,12.6,2425.0429
HIP 116454,1,2.469,9.7
HR 2562,1,12.44199,4195.3349724
K2-151,1,1.49,2.83
K2-194,1,3.64229858,12.9
K2-277,1,2.18575124,7.4
K2-321,1,2.05124347,4.86
KMT-2019-BLG-1715L,1,13.2,813.64072192
Kepler-1002,1,1.71,3.57
HD 117618,1,8.59,55.30242
Kepler-1177,1,1.9,4.27
Kepler-1182,1,2.41,6.39
Kepler-1184,1,2.68,7.65
Kepler-1208,1,2.32,5.99
Kepler-1221,1,1.88,4.19
Kepler-1275,1,1.48,2.79
Kepler-1443,1,0.97,0.871
Kepler-1496,1,2.22,5.56
Kepler-1557,1,1.53,2.96
Kepler-1570,1,1.07,1.24
Kepler-1603,1,1.29,2.21
Kepler-1639,1,2.58,7.18
Kepler-1725,1,2.8125177,8.31
Kepler-1739,1,2.43056832,6.48
Kepler-1782,1,2.22927435,5.6
Kepler-1821,1,2.59248115,7.24
Kepler-1892,1,1.83707938,4.03
Kepler-1962,1,1.21463929,1.95
Gaia-4,1,12.4,3750.3752026
Kepler-479,1,2.12,5.14
Kepler-507,1,1.3,5.69692195
Kepler-522,1,6.91,38.2
Kepler-527,1,2.84,8.45
Kepler-629,1,1.38,2.48
Kepler-662,1,2.18,5.39
Kepler-752,1,2.81,8.3
Kepler-771,1,1.82,3.97
Kepler-821,1,1.31,2.27
Kepler-828,1,1.51,2.89
Kepler-857,1,6.8,37.2
Kepler-873,1,3.75,13.5
Kepler-878,1,1.93,4.38
Kepler-945,1,2.63,7.41
Kepler-95,1,3.42,13.0
NGTS-9,1,11.99363,921.707
TOI-1243,1,2.33,7.7
TOI-1295,1,15.69257298,451.31633794
TOI-1467,1,1.92,9.0
HAT-P-55,1,14.84069045,189.42573057
TOI-2207,1,11.1529358,203.41018048
TOI-2587 A,1,12.07207221,69.28659273
TOI-2803 A,1,18.11371281,309.88269682
TOI-3364,1,12.22899794,530.77343969
TOI-3693,1,12.59889431,324.18497514
TOI-4308,1,2.4189,6.43
TOI-954,1,9.550068,55.30242
WASP-11,1,12.44199,251.0857
WASP-17,1,20.96083,247.9074
WASP-35,1,14.5717,225.6593
WASP-97,1,12.77826,432.2488
EPIC 248847494,1,12.44199,4131.79
GJ 3779,1,2.75,8.0
GJ 508.2,1,,587.98255295
HD 102888,1,12.8,1808.44363583
HD 105779,1,14.1,203.41018048
HD 179079,1,,4195.3349724
HD 181234,1,12.5,2980.91262925
HD 203030,1,14.4595851,3496.112477
HD 207496,1,2.25,6.1
HD 217958,1,14.2,166.54208527
HD 22496,1,2.22,5.57
HD 62549,1,12.6,2707.58019923
HD 81688,1,13.5,525.68818518
HD 99109,1,14.3,139.8452
HIP 86221,1,14.0,225.65816897
K2-156,1,1.1,1.37
K2-358,1,2.68,7.65
K2-365,1,2.906,8.78
KMT-2016-BLG-1105L,1,1.33,2.32
KMT-2016-BLG-2364L,1,13.0,1250.0
KMT-2023-BLG-0949L,1,12.8,1900.61387386
KMT-2023-BLG-2209L,1,13.9,254.2627256
Kepler-1015,1,3.55,12.3
Kepler-1031,1,0.87,0.59
Kepler-1114,1,1.35,2.39
Kepler-1179,1,1.32,2.3
Kepler-1346,1,1.58,3.12
Kepler-1539,1,2.7,7.75
Kepler-1551,1,2.66,7.56
Kepler-1571,1,1.52,2.92
GJ 160.2,1,3.17,10.2
Kepler-1884,1,1.81406781,3.95
Kepler-1893,1,1.70557445,3.55
Kepler-1979,1,29.33,
Kepler-1985,1,2.27,5.77
OGLE-2016-BLG-1227L,1,13.9,250.0
Kepler-38,1,4.3,122.0
Kepler-543,1,2.5,6.8
Kepler-590,1,4.02,15.2
Kepler-663,1,2.6,7.27
Kepler-718,1,16.56,
Kepler-733,1,2.82,8.35
Kepler-75,1,11.77,3209.9
Kepler-842,1,1.6,3.19
Kepler-930,1,2.13,5.18
MOA-2022-BLG-249L,1,2.04,4.83
NGTS-5,1,12.733424,72.78307
Qatar-3,1,12.285064,1369.8473
TAP 26,1,13.5,527.5978
TOI-1444,1,1.41792246,3.58
TOI-2081,1,2.04,4.82
TOI-251,1,2.74,317.83
TOI-4438,1,2.52,5.4
TOI-6223,1,5.07,22.6
TOI-6894,1,9.5836785,53.39517238
UCAC4 328-061594,1,12.1,6674.396547
USco1621 A,1,12.2,5085.28
WASP-46,1,13.159366,607.0553
WASP-49,1,12.44199,117.5971
WASP-71,1,13.22662,441.7837
WASP-87,1,15.524465,692.8694
GJ 238,1,0.566,0.126
GJ 900 A,1,12.4,3496.112477
HATS-26,1,19.61575,206.5895
HATS-29,1,14.022459,207.54299
HATS-31,1,18.38276,279.6904
HD 100777,1,13.7,390.92894061
HD 33564,1,12.5,2892.1
HD 75302,1,12.8,1716.2733978
HD 86081,1,13.6,470.3884
HIP 109384,1,13.5,495.8148
HIP 48714,1,5.11,22.9
K2-10,1,3.773,25.2
K2-100,1,3.88,21.8
K2-131,1,1.69,7.9
K2-169,1,1.27328671,2.16
K2-238,1,14.5717,273.3338
K2-255,1,2.9,8.75
KMT-2023-BLG-1743L,1,12.1,6356.56814
Kepler-1110,1,2.66,7.56
Kepler-1159,1,2.37,6.21
Kepler-1168,1,2.5,6.8
Kepler-1194,1,1.51,2.89
Kepler-1361,1,0.86,0.566
Kepler-1523,1,1.58,3.12
Kepler-1565,1,1.19,1.81
Kepler-1624,1,5.7,27.6
Kepler-1733,1,3.63582354,12.8
Kepler-1763,1,1.14651332,1.59
Kepler-1871,1,2.42172881,6.44
Kepler-1943,1,1.54869189,3.02
Kepler-1952,1,1.23923346,2.07
Kepler-521,1,3.18,10.2
Kepler-577,1,2.55,7.04
Kepler-702,1,9.17,61.8
Kepler-874,1,3.94,14.7
Kepler-965,1,3.38,11.4
Kepler-998,1,2.32,5.99
M62H,1,,785.03616529
MOA-2022-BLG-091L,1,13.0,1141.00398113
MXB 1658-298,1,12.0,7532.571
OGLE-2018-BLG-0799L,1,10.9,82.63538582
OGLE-2019-BLG-1492L,1,6.79,37.1
TOI-1201,1,2.415,6.28
TOI-1439,1,4.2427861,38.5
TOI-1680,1,1.466,2.75
TOI-3785,1,5.14,14.95
TOI-4529,1,1.77,4.9
TOI-5795,1,5.62,23.66
WASP-10,1,12.106,1001.12
WASP-149,1,15.24421375,314.96795134
WASP-181,1,13.271456,95.03117
WASP-42,1,12.576498,167.49641
WASP-55,1,14.72860064,186.2474465
ZTF J1828+2308,1,11.13051784,6356.56814
Kepler-801,1,2.0,4.66
WASP-79,1,17.14974047,270.15414595
Kepler-1497,1,1.66,3.39
Kepler-1578,1,1.04,1.12
Kepler-1628,1,6.43,33.8
Kepler-1695,1,1.11948901,1.46
Kepler-1710,1,3.19744103,3.49494179
Kepler-1819,1,3.90351256,14.5
Kepler-1858,1,2.42168247,6.44
Kepler-1862,1,2.203,5.49
Kepler-1948,1,1.03283226,1.09
HATS-68,1,13.809488,410.0007
Kepler-1435,1,0.86,0.566
Kepler-1965,1,1.35415138,2.4
Kepler-1329,1,2.17,5.35
Kepler-1316,1,3.54,12.3
Kepler-1279,1,1.75,3.71
Kepler-1149,1,1.44,2.67
Kepler-1023,1,2.63,7.41
Kepler-1012,1,1.29,2.21
KMT-2023-BLG-0830L,1,4.41,17.79839079
Kepler-708,1,2.93,8.91
KMT-2019-BLG-0953L,1,4.06,15.5
KMT-2019-BLG-0371L,1,12.6,2447.2787339
Kepler-916,1,1.76,3.75
K2-332,1,2.2,5.48
MOA-2008-BLG-379L,1,13.0,1300.0
OGLE-2012-BLG-0950L,1,6.56,35.0
OGLE-2016-BLG-0613L AB,1,13.0,1330.0
OGLE-2018-BLG-0506L,1,4.18,16.3
TOI-1775,1,8.04728896,96.0
TOI-1937 A,1,13.97759893,638.83509807
TOI-2346,1,16.11851425,394.10722468
TOI-2796,1,17.26183028,139.84449908
TOI-2981,1,13.4,638.0
TOI-3288,1,11.2089807,670.61793877
TOI-5422,1,9.10169233,8899.195396
TOI-677,1,13.11450742,392.20025424
K2-318,1,1.66,3.39
TYC 3318-01333-1,1,13.1,1086.9786
V830 Tau,1,14.0,222.481
WASP-194,1,15.47960235,373.13054982
WASP-23,1,10.783,280.95
WASP-48,1,16.8135,254.264
K2-202,1,2.30165603,5.91
K2-196,1,3.59970536,12.6
COCONUTS-2 A,1,12.44196858,2542.627256
K2-182,1,2.71257333,20.97667486
HD 99283,1,13.8,308.29355479
HD 96127,1,12.1,6661.7168
HAT-P-49,1,17.82231,699.226
HATS-3,1,15.48,340.382
HATS-33,1,13.78707,378.85336
HATS-42,1,15.6926,597.5204
HD 285968,1,2.83,8.4
HD 153950,1,13.2,937.5985
HD 168746,1,11.1,85.8141
HD 18599,1,2.6,24.1
HD 202772 A,1,17.317905,323.23311
HD 180314,1,12.0,7216.92963775
HD 220197,1,9.32,63.566
HD 32963,1,13.4,657.90480249
HD 40979,1,12.9,1484.2661
HD 1397,1,11.500434,131.89945
HD 63454,1,12.31,79.4575
HD 64114,1,4.41,17.8
HIP 65426,1,16.8135,2860.47
K2-119,1,2.53,6.94
K2-164,1,3.24925008,10.6
K2-25,1,3.44,24.5
K2-6,1,2.5,6.8
K2-77,1,2.4996027,603.877
KMT-2021-BLG-1898L,1,14.0,232.01473711
TOI-2046,1,16.14093221,731.0053361
Kepler-1080,1,3.28,10.8
Kepler-1204,1,3.05,9.53
Kepler-1239,1,2.9,8.75
Kepler-1457,1,1.99,4.62
Kepler-1470,1,1.07,1.24
Kepler-1545,1,2.7,7.75
Kepler-1555,1,1.61,3.22
Kepler-1655,1,2.213,5.4
Kepler-1734,1,3.08851092,9.74
Kepler-1765,1,2.49508857,6.78
HATS-35,1,16.409976,388.38826
Gaia22dkvL,1,14.1,187.83658854
EPIC 246851721,1,11.780659,953.49
Kepler-412,1,15.031269,299.07803
alf Tau,1,12.7,2056.3601
Kepler-504,1,1.59,3.15
Wolf 327,1,1.24,2.53
Kepler-560,1,1.72,3.61
Kepler-614,1,2.39,6.3
Kepler-674,1,1.69,3.5
WASP-75,1,14.235,340.06
Kepler-927,1,1.72,3.61
MOA-2008-BLG-310L,1,5.18,23.4
NGTS-17,1,13.89913607,242.82090295
WASP-32,1,10.76064,835.8929
PH1,1,6.18,169.0
TOI-1259 A,1,11.45557828,140.16232749
TOI-1723,1,3.435,10.4
TOI-1842,1,12.3485023,89.4
TOI-2019,1,5.33275337,34.4
TOI-2384,1,11.48920522,624.85064816
WASP-185,1,14.01125,311.4734
TOI-4201,1,13.67495645,788.21444936
WASP-174,1,16.10730527,104.88337431
WASP-131,1,13.74221034,86.76715511
TOI-622,1,9.2362001,96.30200732
2MASS J03590986+2009361,1,12.2,5720.911326
2MASS J11550485-7919108,1,12.1,6356.56814
CoRoT-32,1,6.38913,47.6745
EPIC 229004835,1,2.332,10.4
TOI-512,1,1.54,3.57
HATS-54,1,11.37711541,239.32479047
HD 11977,1,12.7,2080.0
TOI-5027,1,10.76062147,642.01338214
HD 156411,1,14.0,235.18
HD 188015,1,13.6,476.72
HD 213472,1,13.1,1112.3994245
HD 214823,1,12.1,5914.78665427
HD 216435,1,13.7,400.4
HD 220074,1,12.2,5288.6912
HD 220842,1,13.1,1010.6994
HD 23127,1,13.5,485.32641
HD 4308,1,4.12,15.8915
HD 76700,1,9.6,66.7443
HD 86950,1,13.0,1144.188
MASCARA-1,1,17.90074218,1175.971
HN Peg,1,11.7768,6991.57
TOI-172,1,10.816685,1722.6386
K2-209,1,0.86850263,0.586
K2-87,1,7.6,44.9
Kepler-1028,1,1.33,2.33
Kepler-1039,1,1.46,2.73
TOI-1518,1,21.05046575,581.62598481
Kepler-1072,1,1.58,3.12
Kepler-1102,1,2.66,7.56
Kepler-1161,1,2.13,5.18
Kepler-1206,1,1.64,3.33
Kepler-1251,1,1.84,4.04
Kepler-1278,1,1.01,1.01
Kepler-1424,1,1.16,1.65
OGLE-2018-BLG-0932L,1,13.9,282.86728223
Kepler-1454,1,1.88,4.19
Kepler-1567,1,2.73,7.9
Kepler-1583,1,0.6,0.156
OGLE-2013-BLG-0132L,1,11.6,92.0
Kepler-1683,1,1.87477762,4.17
Kepler-1731,1,2.93295657,8.92
Kepler-1815,1,2.7489262,7.99
Kepler-1840,1,2.77771129,8.13
Kepler-1875,1,3.22686692,10.5
Kepler-581,1,2.63,7.41
LP 714-47,1,4.7,30.8
Kepler-895,1,1.54,2.99
Kepler-4,1,4.002,24.472
Kepler-814,1,2.12,5.14
Kepler-490,1,11.65,
Kepler-609,1,3.35,11.2
Kepler-673,1,6.54,34.8
Kepler-7,1,18.180998,140.16303
Kepler-707,1,1.33,2.33
Kepler-726,1,3.26,10.7
Kepler-759,1,2.27,5.77
CoRoT-18,1,14.68,1102.82
GJ 27.1,1,3.66,13.0
Kepler-841,1,5.23,23.8
Kepler-989,1,2.21,5.52
OGLE-TR-10,1,14.011,197.046
TOI-1273,1,11.09689089,70.55790635
TOI-1743,1,1.83,4.01
TOI-1898,1,9.39553231,129.0
Kepler-802,1,3.54,12.3
TOI-2818,1,15.27784069,225.65816897
TOI-3884,1,6.43,32.59
Kepler-78,1,1.201,1.68
TOI-5205,1,11.6,343.0
TOI-5350,1,12.41955062,2094.48920213
Kepler-688,1,9.76,68.7
TOI-6086,1,1.18,1.76
UCAC3 113-933,1,12.1,6674.396547
WASP-123,1,15.13212395,285.72917
XO-4,1,14.01125,451.3186
18 Del,1,12.5,2926.24614325
GJ 1214,1,2.733,8.41
GJ 2056,1,4.17,16.2
GJ 720 A,1,3.77,13.64
Gl 378,1,3.66,13.02
HAT-P-69,1,18.786284,1137.8314
HD 114082,1,11.2089807,2542.627256
Kepler-676,1,3.04,9.48
HD 125595,1,,3531.07360177
HD 154345,1,13.7,378.21580433
HD 170469,1,14.1,209.7678
HD 171238,1,12.5,2796.8899816
HD 220773,1,13.6,460.8
HD 221287,1,13.1,982.05
HD 25171,1,13.9,290.81445
HD 39855,1,2.85,8.5
HD 77338,1,4.12,15.9
HD 79181,1,14.1,203.41018048
HIP 18606,1,14.0,244.72787339
HIP 71135,1,4.55,18.8
HIP 91258,1,13.7,346.4347
K2-210,1,0.86,0.566
K2-252,1,1.74,3.68
K2-323,1,2.1,5.06
Kepler-1556,1,1.96,4.5
K2-81,1,1.97,4.54
KMT-2016-BLG-2321L,1,13.8,301.93698665
KMT-2022-BLG-1013L,1,12.1,98.52680617
KOI-217,1,12.442,
Kepler-569,1,3.16,10.1
Kepler-1890,1,0.86867375,0.587
Kepler-1408,1,0.89,0.64
Kepler-1417,1,1.0,0.972
Kepler-1534,1,1.89,4.23
Kepler-1619,1,0.76,0.363
Kepler-1647,1,11.8739,483.0
Kepler-1742,1,2.1782413,5.38
Kepler-1744,1,3.76754004,13.6
Kepler-1771,1,4.05537256,15.5
Kepler-1779,1,3.03295685,9.44
Kepler-1816,1,1.9679397,4.53
Kepler-1999,1,3.29,10.8
Kepler-1492,1,1.49,2.83
Kepler-1807,1,2.70393215,7.77
Kepler-1797,1,3.05774442,9.58
Kepler-1737,1,5.395,25.1
Kepler-675,1,2.44,6.53
Kepler-749,1,3.1,9.8
Kepler-768,1,1.79,3.86
Kepler-845,1,2.04,4.82
Kepler-876,1,1.43,2.63
LHS 3154,1,3.69,13.15
NGC 2682 YBP 1514,1,14.0,127.132
NGTS-15,1,12.32987877,238.68913366
NGTS-30,1,10.40193409,305.11527072
OGLE-2008-BLG-355L,1,12.9,1500.0
OGLE-2016-BLG-0007L,1,1.09,1.32
PSR B1620-26,1,13.3,794.575
Kepler-1690,1,2.81109223,8.3
TOI-2842,1,12.84549188,117.59651059
TOI-521,1,1.98,5.3
TOI-824,1,2.926,18.467
UKIRT-2017-BLG-001L,1,13.7,407.0
WASP-163,1,13.473218,594.3421
WASP-76,1,20.78145022,284.13859586
XO-3,1,15.80469,2316.9807
Kepler-1652,1,1.6,3.19
CoRoT-11,1,16.03,740.51
CoRoT-22,1,4.88,12.2
GJ 2126,1,13.6,413.1769291
HAT-P-33,1,20.73665,292.4036
HD 132563,1,13.6,473.547
HD 175541,1,14.1,190.06234
HD 233832,1,13.5,565.7374
HD 332231,1,9.07303305,74.1
Kepler-1022,1,2.36,6.17
K2-116,1,0.69,0.257
K2-337,1,2.62,7.37
Kepler-1439,1,1.46,2.73
K2-372,1,2.945,8.98
K2-411,1,0.9898,0.937
Kepler-1207,1,1.62,3.26
KIC 10068024,1,13.4,635.656814
KMT-2023-BLG-0119L,1,11.0,83.7
Kepler-1247,1,2.33,6.04
Kepler-1256,1,1.49,2.83
Kepler-1421,1,0.93,0.749
Kepler-1472,1,1.9,4.27
Kepler-1185,1,1.33,2.33
Kepler-1753,1,2.22678077,5.59
Kepler-1853,1,1.51862272,2.92
Kepler-1864,1,0.75408365,0.353
Kepler-1887,1,2.92454357,8.88
Kepler-1137,1,2.2,5.48
Kepler-1111,1,2.0,4.66
Kepler-433,1,16.25,896.24
Kepler-452,1,1.63,3.29
Kepler-464,1,3.3,10.9
Kepler-502,1,4.77,20.4
Kepler-514,1,1.72,3.61
Kepler-641,1,1.85,4.08
Kepler-689,1,2.89,8.7
Kepler-690,1,5.95,29.6
Kepler-731,1,13.88,
Kepler-737,1,1.96,4.5
Kepler-848,1,1.7,3.53
Kepler-943,1,5.93,29.5
Kepler-961,1,2.55,7.04
MOA-2011-BLG-028L,1,5.99,30.0
MOA-2016-BLG-227L,1,13.2,890.0
NGTS-23,1,14.20177855,194.82881349
OGLE-2017-BLG-0604L,1,14.2,160.0
TOI-1011,1,1.45,4.04
TOI-1194,1,8.71664516,120.0
TOI-1199,1,10.5140239,75.96098927
TOI-1683,1,2.6382,7.45
TOI-1759,1,3.14,10.8
TOI-181,1,6.9559,46.1687
TOI-2005,1,11.99360935,2034.1018048
TOI-2120,1,2.122,6.8
TOI-220,1,3.03,13.8
TOI-2524,1,11.2089807,203.41018048
TOI-3980,1,14.4595851,187.51876013
TOI-4329,1,16.81347105,143.02278315
TOI-5210,1,10.72699453,81.99972901
TOI-5349,1,10.2,127.4
TOI-757,1,2.5,10.5
TOI-778,1,15.4,878.0
Kepler-1106,1,1.65,3.36
WASP-176,1,16.869545,271.74465
WASP-36,1,14.874343,750.39663
WD 1856+534,1,10.4,4386.054
CoRoT-19,1,14.46,352.78
HAT-P-21,1,12.44199,1547.8321
HAT-P-24,1,14.5717,238.3725
HAT-P-36,1,14.313893,587.413406
HD 109246,1,13.9,273.3338
HD 177565,1,4.0,15.1
HD 185283,1,13.6,413.1769291
HD 360,1,14.0,238.37130525
HD 41004 B,1,12.1,5838.29
HD 4113,1,13.5,541.26177712
KMT-2018-BLG-0029L,1,2.67,7.59
HD 59686 A,1,12.7,2199.3836
HD 94771,1,14.2,169.0
HD 95338,1,4.27174254,42.44
KIC 5479689,1,14.2,158.9142035
HIP 77900,1,12.1,6674.396547
K2-180,1,2.46597575,11.41003981
K2-257,1,0.83,0.498
K2-288 B,1,1.9,4.27
KMT-2021-BLG-1253L,1,4.59,19.05
KMT-2022-BLG-2076L,1,13.9,279.68899816
Kepler-1089,1,1.83,4.01
Kepler-1125,1,1.84,4.04
Kepler-1260,1,1.77,3.78
Kepler-1297,1,0.97,0.871
Kepler-1345,1,2.36,6.17
Kepler-1409,1,1.04,1.12
Kepler-1494,1,3.07,9.64
Kepler-1560,1,0.89,0.64
Kepler-1602,1,1.34,2.36
Kepler-1617,1,1.2,1.87
Kepler-1635,1,3.64,12.9
KELT-23 A,1,14.829507,298.12454
KELT-19 A,1,21.40919,1293.5681
Kepler-1823,1,2.0861268,5.0
Kepler-1839,1,1.9493759,4.46
Kepler-1846,1,1.76378826,3.76
Kepler-1857,1,1.96065412,4.5
Kepler-1898,1,0.93353523,0.76
Kepler-1930,1,1.52955541,2.95
Kepler-1958,1,2.05124311,4.86
Kepler-657,1,3.52,12.2
Kepler-816,1,10.24,74.5
Kepler-966,1,4.13,16.0
MOA-2007-BLG-192L,1,1.63,3.3
OGLE-2015-BLG-1771L,1,14.3,138.0
TOI-1075,1,1.791,9.95
TOI-1249,1,3.2710301,11.9
K2-89,1,0.615,0.17
TOI-1416,1,1.62,3.48
TOI-1420,1,11.89,25.1
K2-251,1,2.35,6.12
TOI-3629,1,8.29464572,82.63538582
TOI-5082,1,2.54811,7.03
TOI-5110,1,11.98240037,921.7023803
TOI-5301,1,13.09208946,1182.32167404
TOI-6255,1,1.079,1.44
HD 4313,1,13.4,612.45841
WASP-157,1,11.19,182.43442
WISEP J121756.91+162640.2 A,1,10.468,6992.0
2MASS J22501512+2325342,1,11.9,9534.85221
51 Eri,1,,3464.3296363
CoRoT-30,1,11.309881,921.707
EPIC 206032309,1,1.01,1.01
HAT-P-16,1,14.68376472,1341.56043
HAT-P-19,1,11.29865255,88.03846874
HAT-P-23,1,15.334,664.237
HAT-P-5,1,13.56289,311.4734
HATS-8,1,9.785457,43.86054
HD 102272,1,12.9,1570.0802
HD 103774,1,13.3,116.0
HD 122562,1,10.1,73.10053361
HD 125271,1,12.4,3465.60094993
HD 189733,1,12.66617,359.1479
HD 240237,1,12.2,5050.3187
HD 2638,1,14.3,133.4886
HD 45350,1,13.5,568.89
HD 69123,1,13.1,982.08977763
HD 81040,1,12.6,2301.07766668
HD 96063,1,13.7,403.6441
HD 96992,1,13.7,362.3262
K2-193,1,3.95,14.8
K2-250,1,2.71257333,7.81
KELT-18,1,17.59813,375.0394
KMT-2021-BLG-0748L,1,14.3,143.02278315
KMT-2023-BLG-0416L,1,3.67,13.03096469
Kepler-1018,1,2.58,7.18
Kepler-1058,1,2.72,7.85
Kepler-1061,1,1.98,4.58
Kepler-1101,1,2.47,6.66
HAT-P-70,1,20.96083,2154.8874
Kepler-1178,1,1.07,1.24
Kepler-1186,1,2.23,5.6
Kepler-1203,1,1.06,1.2
Kepler-1224,1,1.33,2.33
Kepler-1328,1,0.98,0.904
Kepler-1392,1,1.96,4.5
Kepler-1532,1,1.35,2.39
Kepler-1550,1,3.02,9.38
Kepler-1629,1,0.77,0.381
Kepler-1730,1,4.48524519,18.4
Kepler-1831,1,1.97019818,4.54
Kepler-1850,1,0.72909663,0.313
Kepler-1855,1,1.216205,1.96
Kepler-39,1,13.9,6388.1
Kepler-427,1,13.79,92.17
Kepler-482,1,2.36,6.17
Kepler-526,1,1.99,4.62
Kepler-650,1,2.96,9.06
Kepler-661,1,3.07,9.64
Kepler-681,1,3.08,9.69
Kepler-705,1,2.11,5.1
Kepler-765,1,2.43,6.48
Kepler-833,1,2.02,4.74
Kepler-847,1,1.18,1.76
Kepler-860,1,3.24,10.6
Kepler-954,1,2.32,5.99
Kepler-996,1,1.98,4.58
L 168-9,1,1.63,4.07
MOA-2012-BLG-006L,1,12.6,2700.0
NGTS-2,1,17.878355,235.1942
OGLE-2007-BLG-349L A,1,10.7,80.0
OGLE-2015-BLG-1670L,1,4.42,17.9
OGLE-2018-BLG-1367L,1,13.8,301.93698665
Ross 176,1,1.84,4.57
TOI-1231,1,3.65,15.4
TOI-1443,1,2.30381001,30.0
TOI-1448,1,2.749,19.5
HD 102843,1,13.1,113.9
TOI-262,1,2.07,4.94
TOI-3856,1,13.59649359,171.62733978
TOI-6303,1,11.59,2493.0
GJ 3470,1,4.57,13.9
TrES-4,1,18.04649,247.9074
WASP-38,1,13.78707,1093.3352
Kepler-1870,1,2.10143764,5.07
Kepler-1631,1,1.35,2.39
WASP-92,1,16.376349,255.85315
Kepler-1665,1,2.83910787,8.44
Kepler-1757,1,2.94660251,8.99
Kepler-1811,1,3.84829873,14.1
Kepler-1945,1,1.289,2.21
HD 290327,1,13.3,772.3269
Kepler-1577,1,1.13,1.51
Kepler-1568,1,1.3,2.24
Kepler-1564,1,1.47,2.76
Kepler-15,1,10.76,209.76
Kepler-1473,1,1.19,1.81
Kepler-447,1,18.49,435.41
Kepler-14,1,12.733,2669.66
Kepler-634,1,1.89,4.23
Kepler-798,1,2.39,6.3
Kepler-1372,1,1.27,2.15
Kepler-811,1,2.7,7.75
Kepler-921,1,2.87,8.6
Kepler-960,1,2.29,5.86
Kepler-993,1,2.97,9.11
Kepler-1318,1,3.11,9.85
LSPM J2116+0234,1,3.71,13.3
MOA-2007-BLG-400L,1,13.5,540.3082919
MOA-2015-BLG-337L,1,6.42,33.7
OGLE-2003-BLG-235L,1,13.2,830.0
OGLE-2005-BLG-169L,1,3.84,14.1
OGLE-2007-BLG-368L,1,4.72,20.0
Qatar-5,1,12.408363,1373.0256
Kepler-1228,1,1.54,2.99
TOI-128,1,2.21898,5.56
Kepler-1140,1,2.77,8.1
Kepler-1092,1,2.07,4.94
TOI-2337,1,10.08808263,508.5254512
TOI-4377,1,15.10970598,304.1617855
Kepler-1017,1,1.99,4.62
TOI-6478,1,4.6,19.2
KMT-2022-BLG-1790L,1,13.5,549.84314411
KMT-2021-BLG-2294L,1,5.02,22.24798849
WASP-6,1,12.5428494,148.42586607
WASP-81,1,16.017661,231.69807
WASP-95,1,13.78707,457.6752
mu Leo,1,13.3,762.8
GJ 674,1,3.33,11.09
GJ 685,1,2.95,9.0
HAT-P-20,1,9.718,2302.899
HATS-24,1,15.636555,718.2958
HD 13167,1,13.1,1052.0173
KMT-2017-BLG-1194L,1,1.7,3.54
HD 212771,1,13.3,759.6137
K2-60,1,7.655747,135.39558
K2-391,1,1.371,2.45
HD 66141,1,12.8,1906.9
HD 7449,1,12.6,2597.92939882
K2-367,1,2.413,6.41
K2-147,1,1.47286006,2.77
K2-308,1,9.916,70.6
K2-249,1,2.79,8.2
K2-272,1,3.13,9.96
K2-403,1,5.333,24.6
KELT-12,1,19.95202,301.9385
KMT-2021-BLG-1303L,1,13.6,120.77479466
KMT-2021-BLG-1547L,1,13.6,467.20775829
KMT-2022-BLG-0303L,1,14.2,163.04597279
K2-191,1,1.57889322,3.12
HD 4760,1,12.3,4417.837
TOI-5174,1,5.351,24.8
Kepler-1081,1,1.01,1.01
HD 216770,1,14.1,181.1631
Kepler-1094,1,3.18,10.2
Kepler-1105,1,2.01,4.7
HD 208487,1,14.2,165.265
HD 171028,1,13.2,832.7146
Kepler-1171,1,2.56,7.08
Kepler-1358,1,1.12,1.46
Kepler-1366,1,1.43,2.63
Kepler-1438,1,0.94,0.779
Kepler-1469,1,2.8,8.25
Kepler-1717,1,2.98929758,9.21
Kepler-1735,1,1.19429134,1.84
Kepler-1749,1,1.61301783,3.23
Kepler-1773,1,3.50469499,12.1
Kepler-1776,1,2.61157023,7.33
Kepler-1788,1,2.37850461,6.25
HD 164604,1,12.3,4544.9462201
Kepler-1822,1,2.64755943,7.5
Kepler-1842,1,2.35388681,6.14
HD 135694,1,2.857,6.1
HD 109286,1,13.2,950.30693693
Kepler-465,1,2.95,9.01
Kepler-510,1,2.47,6.66
Kepler-646,1,1.99,4.62
Kepler-721,1,2.64,7.46
Kepler-818,1,5.11,22.9
HATS-75,1,9.90873894,156.05374784
Kepler-875,1,2.9,8.75
Kepler-889,1,1.09,1.32
WASP-65,1,12.464,492.62
NGC 2682 YBP 1194,1,12.3,101.7056
NGTS-32,1,15.91675259,181.16219199
NGTS-33,1,18.38272835,1153.71711741
OGLE-2015-BLG-0966L,1,4.86,21.0
OGLE-2015-BLG-1649L,1,13.2,807.0
Qatar-1,1,12.811887,411.27202
TOI-1478,1,11.99360935,279.68899816
TOI-1777,1,2.246,5.67
TOI-2589,1,12.10569916,1112.3994245
