hostname,n_planets,avg_radius_earth,avg_mass_earth,sy_dist,ra,dec
Kepler-1043,1,2.55,7.04,903.332,281.6629579,47.5685927
K2-241,1,2.55,7.04,149.464,181.2386829,-6.8052985
Kepler-577,1,2.55,7.04,524.247,294.7119855,39.0737317
Kepler-788,1,2.55,7.04,1775.8,290.0004154,38.5398551
TOI-5082,1,2.54811,7.03,43.1406,106.569578,22.6831477
K2-351,1,2.54,6.99,694.734,206.6522408,-11.8049588
K2-118,1,2.54,6.99,321.722,132.1268608,15.6558964
KMT-2024-BLG-2059L,1,2.54,6.99222495,6070.0,270.92975,-28.5681889
TOI-1648,1,2.54,7.4,69.835,45.4011794,69.2299235
K2-242,1,2.54,6.99,109.237,179.8358421,-6.5178542
Kepler-1116,1,2.54,6.99,1008.57,291.9336573,44.1154992
Kepler-991,1,2.54,6.99,389.561,297.0905543,49.6264867
Kapteyn,1,2.54,7.0,3.93305,77.9586613,-45.0430198
Kepler-852,1,2.54,6.99,1619.03,297.3915863,48.5606875
Kepler-902,1,2.54,6.99,1165.34,289.7317067,46.953875
K2-404,1,2.53,6.94,121.63,160.3249517,12.1911149
Kepler-727,1,2.53,6.94,831.842,294.8469333,45.0344155
K2-119,1,2.53,6.94,365.581,132.0098683,16.9017663
HD 238090,1,2.52,6.89,15.2354,183.0886375,54.486153
Kepler-748,1,2.52,6.9,1705.99,292.2628779,37.2369732
TOI-4438,1,2.52,5.4,30.0346,270.3172389,35.5948992
Kepler-1792,1,2.51990972,6.89,601.029,294.8400788,39.0859757
K2-179,1,2.51267885,6.86,190.81,58.7967878,23.7567524
Kepler-1033,1,2.51,6.85,1455.5,283.8450963,44.6090251
K2-214,1,2.51,6.85,300.64,14.8759777,4.2277722
Kepler-1726,1,2.50861954,6.84,390.552,284.3861498,45.7197342
Kepler-1935,1,2.50271696,6.82,904.702,296.4037783,39.7227036
Kepler-738,1,2.5,6.8,1113.65,287.5696516,46.5679011
K2-231,1,2.5,6.8,321.215,289.0918242,-15.7712178
Kepler-672,1,2.5,6.8,1033.93,291.7219993,49.4808492
K2-6,1,2.5,6.8,316.819,178.1921152,-1.1984418
TOI-757,1,2.5,10.5,60.3418,187.9948428,-35.5544523
Kepler-1521,1,2.5,6.8,206.983,292.6903779,37.8350549
Kepler-659,1,2.5,6.8,722.64,287.6081777,47.5096893
Kepler-885,1,2.5,6.8,651.318,288.6615682,49.7371538
Kepler-1168,1,2.5,6.8,752.666,287.2977834,47.455488
Kepler-481,1,2.5,6.8,813.724,291.9069862,49.262076
Kepler-543,1,2.5,6.8,221.802,287.2187273,38.8625366
K2-77,1,2.4996027,603.877,141.731,55.228521,12.572448
Kepler-1765,1,2.49508857,6.78,764.456,298.0144601,42.9574314
Kepler-1273,1,2.49,6.76,1114.24,285.8032016,44.8733983
HD 88986,1,2.49,17.2,33.2673,154.1166869,28.6820708
Kepler-1540,1,2.49,6.76,244.96,283.3445555,41.2017544
Kepler-652,1,2.49,6.76,394.55,288.0080899,46.4736108
Kepler-475,1,2.49,6.76,280.069,287.051694,40.2114232
Kepler-509,1,2.49,6.76,332.443,289.664394,48.706165
K2-66,1,2.49,21.3,513.877,331.5266563,-10.7115362
Kepler-1946,1,2.48812698,6.75,1002.12,282.3355387,42.8453417
K2-409,1,2.482,6.72,431.031,228.4551125,-16.3512966
MOA-2012-BLG-505L,1,2.48,6.7,7210.0,268.143097,-32.0400925
Kepler-713,1,2.48,6.71,1089.87,295.6513819,43.0297781
Kepler-846,1,2.48,6.71,1127.12,287.0570731,49.0460112
Kepler-1030,1,2.48,6.71,758.702,293.6819098,45.8175241
K2-15,1,2.48,6.71,493.992,178.1105741,4.2546649
Kepler-1829,1,2.47887001,6.71,679.921,288.664484,51.4983798
TOI-1753,1,2.47852533,16.6,226.671,252.4698351,61.1735768
TOI-1301,1,2.477,6.7,90.8693,275.8625432,71.5817479
TOI-2084,1,2.47,6.66,114.549,259.2545389,72.7470231
Kepler-1101,1,2.47,6.66,742.473,294.5693544,45.6711623
Kepler-510,1,2.47,6.66,386.177,287.6550196,39.2441716
Kepler-1307,1,2.47,6.66,1014.62,292.8698348,46.7418679
Kepler-1632,1,2.47,6.66,716.76,294.4948769,43.9135575
Kepler-1552,1,2.47,6.66,769.096,291.6768669,38.8749152
HIP 116454,1,2.469,9.7,62.4491,353.9543517,0.4447043
TOI-1244,1,2.467,6.6,102.551,256.279559,69.519093
K2-163,1,2.46610713,6.65,208.529,182.3292517,-0.5393421
K2-180,1,2.46597575,11.41003981,203.896,126.4643579,10.246577
Kepler-933,1,2.46,6.62,1017.2,289.5685257,43.5385438
GJ 3341,1,2.46,6.6,23.619,78.9471415,-31.2948458
TOI-5800,1,2.46,9.5,42.9052,305.0655462,-7.4119237
Gl 686,1,2.46,6.624,8.15728,264.4764878,18.5959509
Kepler-751,1,2.46,6.62,760.43,294.8438103,44.0776872
HD 154088,1,2.46,6.6,18.2692,256.1164214,-28.5838342
TOI-139,1,2.4566,6.6,42.4061,336.4024144,-34.9097131
TOI-913,1,2.4528,6.59,65.1769,234.5723244,-80.8034265
Kepler-570,1,2.45,6.57,568.148,290.4376111,48.7918597
K2-293,1,2.45,6.57,392.251,351.6064952,-6.0279068
TOI-2274,1,2.45,6.57,48.876,277.459311,40.5414117
Kepler-1176,1,2.45,6.57,864.699,297.919724,45.2742038
Kepler-675,1,2.44,6.53,665.68,293.8334488,50.2303479
K2-12,1,2.44,5.2,326.381,173.1919022,2.2446794
Kepler-1754,1,2.43996509,6.53,718.945,295.4570818,50.0771838
Kepler-1845,1,2.43836702,6.52,710.724,292.9016226,38.297032
K2-44,1,2.433,6.5,476.703,174.011661,-2.5209338
Kepler-1739,1,2.43056832,6.48,783.666,296.2320536,47.6788626
Kepler-1526,1,2.43,6.48,555.574,285.1197266,38.8664618
Kepler-765,1,2.43,6.48,1076.28,283.1846044,47.1557114
Kepler-786,1,2.43,6.48,485.318,293.7439223,38.9392217
TOI-4184,1,2.43,6.48,69.3649,43.8284749,-79.4147039
K2-324,1,2.43,6.48,136.667,157.6222171,6.8636732
HD 6061,1,2.42763557,10.0,67.6203,15.5981441,37.1854394
Kepler-1716,1,2.4247685,6.46,195.439,297.2717207,43.3330644
Kepler-1871,1,2.42172881,6.44,854.623,292.4275044,38.4728824
Kepler-1858,1,2.42168247,6.44,833.055,292.3074315,46.626579
Kepler-680,1,2.42,6.44,1492.48,291.622381,50.6181793
Kepler-717,1,2.42,6.44,2805.48,292.9655071,43.346345
TOI-4308,1,2.4189,6.43,108.932,327.7530693,-43.5623642
K2-397,1,2.417,6.42,199.354,79.9516586,21.2591617
TOI-1630,1,2.417,6.42,66.0929,352.0166759,75.5526069
TOI-1201,1,2.415,6.28,37.8871,42.2476999,-14.5372835
K2-367,1,2.413,6.41,176.965,337.8588454,-13.2644554
Kepler-1170,1,2.41,6.39,1050.45,292.1685422,43.7795963
KMT-2017-BLG-0849L,1,2.41,6.39,7220.0,265.3594583,-25.2812194
K2-263,1,2.41,14.9,162.481,129.6821253,15.6806039
Kepler-1337,1,2.41,6.39,601.629,287.0091176,46.7961229
K2-347,1,2.41,6.39,320.336,126.3726821,23.2974061
OGLE-2018-BLG-0383L,1,2.41,6.4,7700.0,268.68075,-28.7392778
OGLE-2018-BLG-0977L,1,2.41,6.4,6500.0,268.506125,-30.6048056
Kepler-1182,1,2.41,6.39,1545.39,296.3079895,43.8213706
TOI-1269,1,2.40144286,6.4,172.138,249.6966397,64.559181
Kepler-666,1,2.4,6.35,1508.71,298.4568899,48.7915925
Kepler-575,1,2.39,6.3,853.977,286.9638856,37.8296147
Kepler-574,1,2.39,6.3,682.896,290.2470519,52.1491051
TOI-1184,1,2.39,6.8,58.5946,272.2045196,60.6787845
Kepler-1014,1,2.39,6.3,624.8,285.1219875,44.1105331
Kepler-614,1,2.39,6.3,527.995,298.3848866,46.2759867
Kepler-798,1,2.39,6.3,972.274,292.4782785,42.1422821
Kepler-592,1,2.39,6.3,1153.13,285.7907395,48.6832431
Kepler-897,1,2.39,6.3,1519.25,290.5867992,51.6957731
Kepler-1849,1,2.38685349,6.29,631.884,285.29193,41.2557275
Kepler-1872,1,2.38421141,6.28,840.182,281.0491988,43.3225996
Kepler-1824,1,2.38127597,6.26,1040.1,296.7071957,41.2036197
Kepler-1781,1,2.38091029,6.26,962.63,291.7114906,42.3415097
Kepler-639,1,2.38,6.26,850.242,292.1868271,41.726944
Kepler-1249,1,2.38,6.26,1904.54,296.8948517,44.3717429
Kepler-1071,1,2.38,6.26,1042.27,293.0579794,45.2487472
GJ 1289,1,2.38,6.27,8.35147,355.7813464,36.5363314
Kepler-1060,1,2.38,6.26,946.565,286.0252285,39.6309204
Kepler-1788,1,2.37850461,6.25,560.445,291.2243829,45.7780993
TOI-654,1,2.378,8.71,57.7553,164.7245509,-5.5475446
OGLE-2018-BLG-0532L,1,2.37,6.228,773.0,269.9834167,-28.99775
Kepler-597,1,2.37,6.21,663.418,293.4700919,39.2528182
Kepler-1309,1,2.37,6.21,845.0,298.7351131,40.7641262
Kepler-1272,1,2.37,6.21,1206.37,285.2197605,38.8058393
Kepler-558,1,2.37,6.21,661.876,284.6579709,42.6526751
Kepler-651,1,2.37,6.21,509.408,287.3327284,46.2034366
Kepler-1159,1,2.37,6.21,1213.71,294.266325,45.2042317
K2-220,1,2.37,6.21,233.514,12.7700071,9.5167694
K2-167,1,2.36509493,6.5,80.8994,336.5761233,-18.011665
TOI-1742,1,2.36507598,9.7,72.8871,257.3288678,71.8766724
TOI-2443,1,2.363,4.8,23.9258,40.1798608,1.1996757
Kepler-1214,1,2.36,6.17,729.227,285.1427113,49.8006565
Kepler-535,1,2.36,6.17,685.599,296.5666587,49.6961742
Kepler-983,1,2.36,6.17,714.437,285.1042243,45.0080745
Kepler-1066,1,2.36,6.17,344.251,298.866621,46.5022325
Kepler-1345,1,2.36,6.17,1355.02,292.4779428,46.022821
Kepler-482,1,2.36,6.17,313.068,296.8229326,48.1077628
Kepler-1022,1,2.36,6.17,420.042,289.3520595,46.9736345
Kepler-986,1,2.36,6.17,548.364,293.0940391,42.8964457
Kepler-1192,1,2.36,6.17,1304.19,282.1405603,43.8964934
K2-366,1,2.359,6.16,185.947,243.6800912,-19.3468837
Kepler-1806,1,2.35560189,6.15,978.066,287.5349528,49.8016283
Kepler-1842,1,2.35388681,6.14,923.551,286.2516039,42.3784353
K2-393,1,2.352,6.13,265.914,348.5159113,-0.0821031
K2-222,1,2.35,8.7,101.321,16.4625203,11.7537171
K2-251,1,2.35,6.12,147.03,190.6892403,-8.5359826
Kepler-1132,1,2.35,6.12,867.931,286.3675188,48.4238906
HD 207897,1,2.34302132,14.8,28.2938,325.2016451,84.3337613
Kepler-1158,1,2.34,6.08,1484.25,292.2339048,41.5751832
Kepler-999,1,2.34,6.08,545.063,299.6604865,46.1984679
KOI-7913 A,1,2.34,6.08,271.277,286.7485252,45.1587234
Kepler-925,1,2.34,6.08,611.115,290.1065581,40.4906242
KMT-2018-BLG-1025L,1,2.34,6.059,6705.0,269.8664167,-27.8780611
TOI-283,1,2.34,6.54,82.7013,118.5693065,-65.441482
EPIC 229004835,1,2.332,10.4,121.971,186.4860415,-1.4047214
Kepler-443,1,2.33,6.04,802.271,288.6104839,49.9685458
Kepler-1983,1,2.33,6.04,424.428,297.042015,39.9121864
Kepler-1247,1,2.33,6.04,1045.92,294.5335974,46.6182365
Kepler-1021,1,2.33,6.04,810.082,295.2048999,42.5596699
Kepler-1812,1,2.3249424,6.01,1409.19,298.0845087,40.2832525
Kepler-1951,1,2.32107188,6.0,1277.32,290.4999139,40.2877161
Kepler-1010,1,2.32,5.99,579.273,289.1926026,44.1493165
Kepler-954,1,2.32,5.99,215.814,295.8594318,47.9396001
K2-28,1,2.32,5.99,62.9969,335.6233145,-7.9563525
Kepler-496,1,2.32,5.99,605.274,291.6408978,41.2411044
K2-259,1,2.32,5.99,416.457,186.8026947,1.5668631
K2-69,1,2.32,5.99,180.697,335.7596816,-10.4886817
Kepler-1486,1,2.32,5.99,1769.14,290.5903907,45.4396955
Kepler-1643,1,2.32,5.99,341.774,300.4310076,44.7510129
Kepler-1255,1,2.32,5.99,1617.07,295.2392569,42.7264842
Kepler-1208,1,2.32,5.99,825.176,291.8812445,44.5557587
Kepler-998,1,2.32,5.99,986.364,296.7541629,49.2087085
K2-386,1,2.32,5.99,428.785,18.2999964,7.0130302
Kepler-1787,1,2.31898181,5.99,778.602,289.0643042,47.1174041
Kepler-1926,1,2.31495961,5.97,667.405,291.1987905,44.1662033
Kepler-981,1,2.31,5.95,878.082,289.2489051,47.6501141
K2-74,1,2.31,5.95,377.822,339.9192984,-8.7145697
Kepler-926,1,2.31,5.95,921.361,289.6793396,40.7004265
Kepler-624,1,2.31,5.95,748.188,295.1933631,39.5396946
Kepler-1798,1,2.30911251,5.94,395.196,291.7262251,37.528968
K2-57,1,2.30905002,5.94,264.213,342.6918241,-14.0700007
TOI-1443,1,2.30381001,30.0,85.8034,297.398678,76.1391776
K2-202,1,2.30165603,5.91,300.397,283.2643203,-22.4070553
K2-22,1,2.3,444.962,243.836,169.4827046,2.6190363
Kepler-621,1,2.3,5.9,389.0,290.927245,39.9141166
Kepler-1918,1,2.29763023,5.89,1030.11,292.530546,42.2145765
Kepler-1922,1,2.29064904,5.86,1344.29,292.3303706,37.9970696
Kepler-1201,1,2.29,5.86,944.241,294.6147908,40.8331158
Kepler-960,1,2.29,5.86,284.916,281.4572217,46.7465538
Kepler-1227,1,2.29,5.86,623.706,287.0664109,41.8749712
K2-152,1,2.29,5.86,108.449,181.6324078,-5.8274311
Kepler-1374,1,2.29,5.86,1078.46,291.3499783,45.1722521
Kepler-1334,1,2.29,5.86,1223.04,289.311532,51.3209059
Kepler-1304,1,2.29,5.86,2176.08,285.2763652,39.4468274
K2-356,1,2.29,5.86,355.54,128.3219134,13.6613758
Kepler-613,1,2.29,5.86,861.494,282.7868415,46.2449846
Kepler-626,1,2.29,5.86,635.643,288.6986828,39.7082044
Kepler-1760,1,2.28995546,5.86,,284.1326058,48.8251452
Kepler-1903,1,2.28642395,5.85,1775.44,290.8882981,51.2481617
Kepler-1712,1,2.28372556,5.83,156.264,284.998698,50.1466922
Kepler-947,1,2.28,5.82,1730.78,294.3667312,42.2526408
K2-326,1,2.28,5.82,282.308,351.612262,1.3375909
Kepler-1997,1,2.28,5.82,1502.34,297.4808253,46.5891373
Kepler-861,1,2.28,5.82,850.327,292.3539624,46.2262465
Kepler-484,1,2.28,5.82,382.136,284.3942844,46.2491109
Kepler-1020,1,2.28,5.82,415.358,292.672471,46.3772776
Kepler-583,1,2.28,5.82,867.271,282.1113206,42.3545514
Kepler-1766,1,2.27904508,5.81,501.229,294.2772343,46.6752351
Kepler-1817,1,2.27349126,5.79,748.569,282.0333419,44.4779955
Kepler-1503,1,2.27,5.77,1225.57,293.7271604,42.8067119
Kepler-759,1,2.27,5.77,1073.48,290.1314231,41.3814345
Kepler-1985,1,2.27,5.77,,293.5663715,42.1325825
Kepler-1103,1,2.27,5.77,1331.92,287.3821348,49.4524247
TOI-2018,1,2.268,9.2,27.9956,229.8374423,29.2078771
Kepler-1863,1,2.26309256,5.74,865.546,282.2397185,43.2440854
K2-401,1,2.262,5.74,200.727,154.987604,3.9548275
Kepler-649,1,2.26,5.73,513.748,285.6558336,45.0794516
Kepler-1242,1,2.26,5.73,687.615,284.6062174,41.196344
Kepler-1261,1,2.26,5.73,744.294,285.2324786,48.8066963
K2-159,1,2.26,5.73,170.998,180.5408896,-3.5809053
K2-346,1,2.26,5.73,105.58,125.9864854,22.663226
Kepler-568,1,2.26,5.73,130.645,298.1061315,48.4016448
Kepler-1034,1,2.26,5.73,654.549,286.1154093,37.9669464
TOI-1659,1,2.255,5.71,122.494,277.9251938,82.3059487
Kepler-1381,1,2.25,5.69,1197.04,287.5357911,48.727783
Kepler-1407,1,2.25,5.69,1396.41,283.9424274,41.4715535
Kepler-919,1,2.25,5.69,1119.87,298.1147862,48.4943834
Kepler-467,1,2.25,5.69,466.265,287.3629145,38.6497341
Kepler-567,1,2.25,5.69,558.81,297.6726072,48.3023458
Kepler-982,1,2.25,5.69,801.479,288.4176803,46.5904531
K2-355,1,2.25,5.69,500.497,124.6426189,13.5027816
K2-9,1,2.25,5.69,82.9631,176.263724,0.0054085
HD 207496,1,2.25,6.1,23.606,328.7181708,-77.3388025
TOI-1777,1,2.246,5.67,79.7665,151.807032,46.1148814
K2-375,1,2.243,5.66,696.1,130.5013137,20.3593003
K2-48,1,2.24,5.65,313.764,176.1233077,3.2723812
Gl 49,1,2.24,5.63,9.8528,15.6687321,62.3454386
TOI-1437,1,2.24,9.6,103.297,256.1387513,56.842549
Kepler-556,1,2.24,5.65,674.598,290.5294799,38.9427306
Kepler-439,1,2.24,5.65,757.048,280.8015188,44.0339733
Kepler-1768,1,2.23346338,5.62,632.766,299.9572335,44.7718851
Kepler-1186,1,2.23,5.6,1337.25,288.4796333,47.1017438
K2-17,1,2.23,5.6,125.106,178.3296746,6.4123178
Kepler-587,1,2.23,5.6,787.894,288.6706571,47.3991249
Kepler-1196,1,2.23,5.6,922.333,292.369585,43.9108663
KMT-2017-BLG-0428L,1,2.23,5.59,5400.0,271.38525,-28.4902806
Kepler-1782,1,2.22927435,5.6,305.792,280.926162,44.0878036
Kepler-1753,1,2.22678077,5.59,707.688,288.236664,46.6058744
Kepler-1701,1,2.22186207,5.57,584.142,286.6088625,41.8892986
Kepler-1151,1,2.22,5.56,682.436,292.2477819,47.8784257
Kepler-1432,1,2.22,5.56,2171.87,295.5241011,49.8295211
KMT-2018-BLG-1988L,1,2.22,5.56,4150.0,265.2825417,-35.5947
Kepler-938,1,2.22,5.56,1182.05,294.7890593,46.9839352
Kepler-1609,1,2.22,5.56,1826.04,290.1465356,39.6658026
Kepler-1496,1,2.22,5.56,1307.66,293.9739359,45.3507167
KOI-7368,1,2.22,5.56,264.995,293.9476365,48.0652589
HD 22496,1,2.22,5.57,13.5956,53.7565398,-48.4178173
Kepler-1949,1,2.21964541,5.56,2617.35,293.5422586,43.0260555
TOI-128,1,2.21898,5.56,68.4727,79.5209381,-80.964384
Kepler-538,1,2.215,12.9,155.956,297.4865503,49.6233975
Kepler-1655,1,2.213,5.4,213.26,286.6895986,39.2120802
Kepler-1874,1,2.21110724,5.52,408.007,286.3718158,43.692081
Kepler-1026,1,2.21,5.52,351.239,283.6053012,39.9979286
Kepler-632,1,2.21,5.52,349.0,297.252613,40.288605
Kepler-862,1,2.21,5.52,1039.03,297.7792466,46.4926688
OGLE-2005-BLG-390L,1,2.21,5.5,6600.0,268.579958,-30.3773056
Kepler-989,1,2.21,5.52,491.978,281.5827983,47.2334674
Kepler-1980,1,2.21,5.52,1709.4,295.1672065,38.637039
K2-335,1,2.21,5.52,557.993,129.3896679,16.5220648
Kepler-1861,1,2.20677414,5.5,829.985,295.8465148,49.9361586
Kepler-1862,1,2.203,5.49,1232.19,296.7533555,49.3780726
Kepler-1378,1,2.2,5.48,506.434,297.373403,40.3663986
Kepler-513,1,2.2,5.48,468.258,285.0416235,50.0753913
Kepler-1137,1,2.2,5.48,921.778,287.1302407,48.665347
K2-332,1,2.2,5.48,123.202,135.8832666,14.2504994
HN Lib,1,2.2,5.46,6.24442,218.5684823,-12.5170062
K2-325,1,2.2,5.48,111.638,353.9169507,-7.6867213
TOI-2257,1,2.194,5.45,57.7911,194.7396141,77.6617157
Kepler-1630,1,2.19,5.43,331.213,297.5083004,43.7110543
TOI-2136,1,2.19,6.37,33.3631,281.1763433,36.5631318
Kepler-1109,1,2.19,5.43,685.087,291.6462654,39.3966122
Kepler-1042,1,2.19,5.43,659.0,288.6689428,39.8239935
K2-277,1,2.18575124,7.4,113.123,202.0161895,-15.9379749
K2-379,1,2.181,5.4,182.207,283.0317641,-27.1807287
Kepler-790,1,2.18,5.39,703.168,286.9171489,38.8722123
Kepler-662,1,2.18,5.39,815.637,290.4650801,47.9291252
Kepler-1444,1,2.18,5.39,319.675,285.3306799,42.0405016
Kepler-594,1,2.18,5.39,769.2,288.9217259,49.7620237
K2-125,1,2.18,5.39,124.156,204.1418754,-14.9478195
Kepler-1742,1,2.1782413,5.38,669.573,286.9668086,44.9924315
Kepler-499,1,2.17,5.35,556.726,295.1099549,43.9151012
Kepler-1329,1,2.17,5.35,588.037,281.6476437,48.2709523
Kepler-1653,1,2.17,5.35,755.0,296.457702,41.266021
Kepler-797,1,2.17,5.35,1315.26,297.2089078,41.781645
EPIC 212424622,1,2.17,5.35,611.804,202.3313765,-14.3594358
Kepler-1009,1,2.17,5.35,355.019,282.8598614,42.6658336
Kepler-745,1,2.16,5.31,1780.38,291.4994412,37.0592571
Kepler-1455,1,2.16,5.31,357.621,294.0830662,50.5027572
Kepler-1474,1,2.16,5.31,1180.9,294.6940261,45.866809
Kepler-1621,1,2.16,5.31,1631.66,297.5885341,43.8411937
OGLE-2017-BLG-1806L,1,2.15,5.27,6400.0,266.62325,-24.2722694
K2-42,1,2.15,5.27,396.913,176.6657559,-5.1720463
Kepler-1286,1,2.15,5.27,1354.46,280.2583709,43.8357433
Kepler-1013,1,2.15,5.27,422.246,290.2481023,44.4352935
Kepler-1364,1,2.15,5.27,1056.9,295.1521334,49.5876179
K2-71,1,2.15,5.27,153.192,341.7248656,-9.8816109
Kepler-61,1,2.15,5.27,335.079,295.3044942,42.4753193
Kepler-566,1,2.15,5.27,564.277,291.5544735,47.8144362
Kepler-1160,1,2.14,5.22,1077.63,287.8793899,43.3640752
Kepler-1403,1,2.14,5.22,2163.9,290.8676391,38.9600779
Kepler-813,1,2.14,5.22,840.0,285.6626752,48.4353251
Kepler-1212,1,2.14,5.22,1316.57,296.8534096,50.0373196
Kepler-1236,1,2.14,5.22,999.64,295.6247375,42.5458739
Kepler-437,1,2.14,5.22,304.0,297.3473326,44.0269249
Kepler-1777,1,2.13189678,5.19,619.146,290.3286455,37.7231188
Kepler-942,1,2.13,5.18,216.354,294.9550809,44.1499518
Kepler-1161,1,2.13,5.18,547.726,299.0770621,45.4405583
Kepler-1504,1,2.13,5.18,2435.94,289.7119947,50.1282265
KMT-2017-BLG-1003L,1,2.13,5.19,7090.0,265.4115,-24.3739389
GJ 514,1,2.13,5.2,7.61778,202.5040424,10.3725387
GJ 3090,1,2.13,3.34,22.4751,20.4384281,-46.7147234
Kepler-930,1,2.13,5.18,848.396,298.3144494,42.2473698
Kepler-971,1,2.13,5.18,338.522,284.0945699,41.1828131
Kepler-622,1,2.13,5.18,284.761,284.4784454,40.9331723
K2-215,1,2.12381238,5.16,403.964,18.4700795,6.1238647
TOI-2120,1,2.122,6.8,32.1755,23.507315,65.5139877
Kepler-877,1,2.12,5.14,602.176,289.8591023,46.5227429
Kepler-964,1,2.12,5.14,454.626,295.300065,40.5565792
Kepler-544,1,2.12,5.14,963.18,294.0290734,39.0517893
Kepler-1219,1,2.12,5.14,880.895,297.2158443,47.3785082
Kepler-814,1,2.12,5.14,2055.77,284.9105256,48.4315896
Kepler-984,1,2.12,5.14,460.188,296.9588566,46.3940661
Kepler-789,1,2.12,5.14,1480.16,295.9751549,38.9466396
Kepler-479,1,2.12,5.14,344.901,291.0218899,37.7698734
HD 97658,1,2.12,8.3,21.5618,168.6376584,25.7105962
TOI-4336 A,1,2.12,5.14,22.5455,206.1070129,-40.3373505
Kepler-1895,1,2.11934728,5.14,984.187,291.6756005,48.7625419
Kepler-1942,1,2.1170287,5.13,842.492,294.9805416,44.4252384
Kepler-1880,1,2.11686218,5.13,611.041,287.8264561,40.6965988
K2-177,1,2.1162048,5.13,492.167,55.2296156,20.7360891
K2-412,1,2.116,5.13,654.085,76.2621295,21.580162
Kepler-1828,1,2.11598626,5.13,871.81,292.4275963,37.3207616
Kepler-906,1,2.11,5.1,757.791,291.4055614,40.1254254
Kepler-794,1,2.11,5.1,931.192,288.1336793,38.9968923
Kepler-1580,1,2.11,5.1,1002.02,285.9687099,41.3635264
Kepler-705,1,2.11,5.1,276.881,289.5085612,41.8120234
Kepler-1484,1,2.11,5.1,2879.83,292.6842738,38.1262604
K2-345,1,2.11,5.1,162.408,132.7075876,21.7890367
Kepler-518,1,2.11,5.1,337.901,287.090019,41.3737576
Kepler-829,1,2.11,5.1,1073.76,282.3328312,42.4638125
Kepler-1870,1,2.10143764,5.07,407.216,293.9335076,40.590704
Kepler-519,1,2.1,5.06,246.61,299.3196708,41.3847447
K2-4,1,2.1,5.06,231.828,174.7455392,-3.9055746
Kepler-645,1,2.1,5.06,1173.57,290.3227098,44.0358625
K2-323,1,2.1,5.06,118.318,159.4209874,6.2858689
Kepler-1529,1,2.1,5.06,661.014,289.8707469,41.0407482
Kepler-22,1,2.1,9.1,194.642,289.2172051,47.8841427
K2-286,1,2.1,5.06,76.1486,233.3698192,-16.7737113
Kepler-934,1,2.09,5.02,608.738,290.2884494,43.7552623
Kepler-602,1,2.09,5.02,1159.31,296.0318985,42.1418634
Kepler-691,1,2.09,5.02,279.115,288.8117314,40.0332311
TOI-2128,1,2.08874836,4.5,36.578,256.9817998,32.1053027
Kepler-1823,1,2.0861268,5.0,724.971,283.754777,45.335125
Kepler-1866,1,2.08215108,4.99,976.737,286.2246453,44.6544869
Kepler-1188,1,2.08,4.98,1717.48,283.1038438,43.1480487
Kepler-900,1,2.08,4.98,487.525,296.177272,46.9989635
Kepler-1613,1,2.08,4.98,1508.33,289.8750066,43.4209318
Kepler-1040,1,2.08,4.98,482.119,283.1137663,48.1312774
Kepler-1195,1,2.08,4.98,918.566,284.3510523,40.8529319
K2-274,1,2.08,4.98,228.327,129.2823699,20.3992512
Kepler-528,1,2.08,4.98,784.23,295.6848595,47.7480914
TOI-1801,1,2.079,5.738,30.6796,175.5755995,23.0270335
K2-382,1,2.072,4.95,278.412,287.4125267,-19.6269336
Kepler-988,1,2.07,4.94,304.889,290.7082585,42.2372245
Kepler-1092,1,2.07,4.94,981.233,297.7232008,47.1126833
TOI-262,1,2.07,4.94,43.932,32.534687,-31.0706272
Kepler-1606,1,2.07,4.94,831.287,286.3782987,43.0732287
Kepler-1396,1,2.07,4.94,1066.46,294.3363936,44.9182296
K2-64,1,2.07,4.94,499.891,332.4138478,-11.4286687
Kepler-477,1,2.07,4.94,367.0,288.067445,42.355305
Kepler-654,1,2.07,4.94,974.124,297.0683931,46.8342497
Kepler-1679,1,2.0692036,4.93,909.28,293.9005786,50.4270507
Kepler-1837,1,2.06673842,4.92,1229.18,288.2076012,45.6834463
Kepler-1879,1,2.06512018,4.92,627.171,289.3644209,41.5332589
K2-373,1,2.061,4.9,229.567,123.1361518,13.6884986
Kepler-1615,1,2.06,4.9,1393.83,286.3592066,42.2273971
Kepler-958,1,2.06,4.9,449.773,287.2566578,46.0667247
Kepler-832,1,2.06,4.9,1688.12,295.9261101,45.383869
K2-321,1,2.05124347,4.86,77.6888,156.4054989,2.5138829
Kepler-1958,1,2.05124311,4.86,1320.38,289.1041643,41.6901138
K2-46,1,2.05,4.86,449.237,174.2662454,-0.90721
Kepler-868,1,2.05,4.86,1593.13,282.3635315,46.6752384
Wolf 503,1,2.043,6.26,44.526,206.8461979,-6.1393369
Kepler-1122,1,2.04,4.82,1230.42,288.2805801,46.3408747
Kepler-845,1,2.04,4.82,431.051,290.9576363,49.2037262
TOI-2081,1,2.04,4.82,62.3446,264.3022634,53.0255666
MOA-2022-BLG-249L,1,2.04,4.83,2000.0,268.8655417,-28.3060611
K2-175,1,2.03803688,4.81,247.266,52.5035514,17.5841081
Kepler-761,1,2.03,4.78,830.707,290.503599,44.1436249
Kepler-1461,1,2.03,4.78,679.106,285.8305091,43.198377
Kepler-1155,1,2.03,4.78,1128.72,288.8206058,39.5228712
